OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,logD
HCOCJWJTYDDBRV-OAHLLOKOSA-N,CC(C)C1=NOC(N2CCN(C3=NC=C(OCC4=CC=C(S(C)(=O)=O)C=C4F)C=N3)[C@H](C)C2)=N1,3.4
HCOILVMPQWKLPU-QFIPXVFZSA-N,CC1=CC=C(NC(=O)N[C@@H]2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(C)C2=O)C=C1NC1=NNN=N1,1.37
HCOIQQJHIUTQMB-UHFFFAOYSA-N,CC1=CC=C(N2CC(COC3=CC=C(C4=NOC(C)=N4)C=C3)C2)N=N1,2.6
HCOPILQSMBILTC-SHTZXODSSA-N,C=CC(=O)NC1=CC=CC=C1NC1=NC(N[C@H]2CC[C@H](N(C)C)CC2)=NC=C1Cl,0.9
HCPHPDMGLACHFJ-UHFFFAOYSA-N,O=C(O)C1=CC=CC(CC2=CC(Cl)=CC=C2OCC2=CC=C(Cl)C=C2Cl)=N1,2.6
HCPZGSLTHYYAJZ-UHFFFAOYSA-N,CN1CCC(N(CC2=CC=C(F)C=N2)C(=O)NCC2=CC=C(OCC(F)(F)F)C=C2)CC1,1.97
HCQYGLLIGOJVRM-CYBMUJFWSA-N,O=C(NCC1=CC=CC=C1)C1=NN=C(N[C@@H]2CCN(C3=NC=CN=N3)C2)S1,2.2
HCRABWSQBUBXAG-UHFFFAOYSA-N,N=C(NC1CCN(C2=NC=NC3=C2N=C(C2=CC=CC=C2Cl)N3C2=CC=C(Cl)C=C2)CC1)C1=CC=C(F)C=C1,4.1
HCSMRSHIIKPNAK-LSAVBLLPSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCC3=CC=CC=C3)C[C@H]21)C1CCCCC1,2.5549999999999997
HCTJSELELLHDAA-JIJYKOJWSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC2=CC([C@H]3CC[C@H](C4=CC=C5NC([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)=NC5=C4)N3C3=CC(F)=C(N4CCC(C5=CC=C(F)C=C5)CC4)C(F)=C3)=CC=C2N1)C(C)C,5.8
HCTLEJRHZGHJML-JOCQHMNTSA-N,CC1=NC(C(F)F)=C(C(N)=O)N=C1C1=CC=C([C@H]2CC[C@H](CC(=O)O)CC2)C=C1,1.4
HCUQJKFFKIJNKN-UHFFFAOYSA-N,CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCN(CN4C(=O)C5=CC=CC6=CC=CC(=C56)C4=O)CC3)C=C21,-0.9
HCUREBSNYDMSKO-FQEVSTJZSA-N,CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCCO[C@H]2CC2=NOC(C3=CC=C(F)C=N3)=N2)=C1,2.53
HCUVEKKNJNJSOJ-UHFFFAOYSA-N,NS(=O)(=O)C1=CC2=C(SC(C(=O)NCC(O)CO)=C2)S1,0.45
HCWJBNSAHCVPQL-UHFFFAOYSA-N,CC(C)(C(=O)NC1=CC=CC(F)=C1)N1CCC(C2=NC(C3=CC4=CC=CC=C4O3)=CS2)CC1,5.7
HCXPMZKLLCLZQX-UHFFFAOYSA-N,COC1=C(CN2CCC3=C(Cl)C=C(C4=C(C)ON=C4C)C(Cl)=C3C2=O)C(=O)NC(C)=C1,2.7
HCYAFALTSJYZDH-UHFFFAOYSA-N,CNCCCN1C2=CC=CC=C2CCC2=CC=CC=C21,1.7492666666666665
HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0.04999999999999999
HDAJDNHIBCDLQF-RUZDIDTESA-N,O=C(NC1=CC=C2NN=C(C3=CC=NC=C3)C2=C1)[C@@H]1CCN(CC(=O)N2CCN(C3=CC=C(C4=NC=CC=N4)C=C3)CC2)C1,3.2
HDAQUFYTWPIMOR-GMKZXUHWSA-N,COC1=CC=C([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3CC4=CC=CC=C4C3)NC(=O)[C@H]2CC(C)C)C=N1,2.7
HDCHOQUOIZCTAU-UHFFFAOYSA-N,CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC=C(C3=NN=CN3C)C=C2)C=C1,3.21
HDDSHPAODJUKPD-UHFFFAOYSA-N,COC(=O)NC1=NC2=CC(SC3=CC=CC=C3)=CC=C2N1,3.93
HDEAHEWUERAEEM-UHFFFAOYSA-N,CC(C)N1C=C(C2=CC=NC3=C2C=C(C2CCN(CC(=O)N(C)C)CC2)N3)C=NC1=O,0.4
HDEAHXTWYSQGHZ-UHFFFAOYSA-N,O=C(NCCCCN=C=S)NC1=CC=C2SC=NC2=C1,3.77
HDJBGURZVALLMD-KWQFAZJVSA-N,CN1C=C(C2=CC=C(N(C(=O)NCC3=CC=CC=C3)[C@H]3CC[C@H](NC4=CC=C(C#N)C=N4)CC3)C=C2)C=CC1=O,2.4
HDLFZCDEGAWEFX-UHFFFAOYSA-N,CC1=NC2=NC(C(C)(F)F)=NN2C(NC2=CC=C(C(F)(F)F)N=C2)=C1,2.5
HDLMGNNTLHAEKM-UHFFFAOYSA-N,CN1CCC(NC2=NN3C(C4=CC=C(NC5=NC=C(F)C=C5F)C=C4)=CN=C3C=C2)CC1,3.7
HDLVSXSGPQXNLQ-UHFFFAOYSA-N,CSCCNC1=NC(NC(C)C)=NC2=CC=CC=C12,2.54
HDMZVMHOQLWULI-UHFFFAOYSA-N,COC1=CC=C(OC)C(S(=O)(=O)N(CC2=CC=C(F)C=C2)CC2=CC=NN2C)=C1,3.5
HDNOSZLMFBIFFW-SJORKVTESA-N,COCCN(C)CC1=C(C2=CC=C(C(F)(F)F)C=C2)ON=C1C(=O)N[C@@H]1CCC[C@H](O)C1,4.0
HDOMUKMDSLYZQA-UHFFFAOYSA-N,COC1=CC(C2=CC(C(=O)O)=C3C=CC=CC3=N2)=CC=C1OCC(=O)NC1=CC=C(C(F)(F)F)C=C1,1.6
HDOWDUOKCODCGN-UHFFFAOYSA-N,COC1=CC=CC(CC(=O)N2CC3=CC=C(S(=O)(=O)NC4=NN(C5CC(F)(F)C5)N=C4)C=C3C2)=C1,1.5
HDQAYKMQQRUNFB-UHFFFAOYSA-N,COC1=CC=C2N=C(C)C=C(OCC(=O)NC3=CC=CN=C3)C2=C1,2.46
HDQHDMKXYCVUAO-UHFFFAOYSA-N,COCCOC1=NC2=C(CN(C(=O)C3=CC(C(C)C)=C(O)C=C3O)CC2)C(OC(C)C)=N1,3.84
HDQYBJLDISQPRL-UHFFFAOYSA-N,O=C(C1=C(O)C=CC(Cl)=C1Cl)N1CCC2(CCC2)C1,3.0
HDRANTGHBHOYTB-UHFFFAOYSA-N,CC1=NOC(C)=C1S(=O)(=O)NCC1=CC=C(C2=CN=CC(C#N)=C2)C=C1,1.9
HDRZLWOQFMULDF-UHFFFAOYSA-N,CC1=CC=C2C(=C1)C(C1=CC=NC3=CC(Cl)=CC=C13)=C(C)N2CC(=O)O,1.6
HDSASXVSDXJONP-UHFFFAOYSA-N,CN(C)C(=O)C1=CC(C2CCCN2C2=CC(F)=CC(F)=C2)=C2OC(N3CCOCC3)=CC(=O)C2=C1,2.7
HDSTXIMWVAEDEM-ZWKOTPCHSA-N,CC(=O)N[C@@H]1CCC[C@H](C(=O)NC2=CC(C3=CN=C(C)N3C(C)C)=CC=N2)C1,1.9
HDULHGGZQZTDOW-UHFFFAOYSA-N,CCC(C)NC(=O)C1=NC(C2=CC=CC(Cl)=C2)=CN=C1N,4.4
HEAMPEAZFMWFJG-UHFFFAOYSA-N,CC1=C(SC2=CC=CC(C(=O)O)=N2)C2=CC=C(Cl)C=C2N1C1=CN(C)N=C1,2.7
HEAUOKZIVMZVQL-VWLOTQADSA-N,COC1=CC=CC(C2=C(C)N(CC3=C(F)C=CC=C3C(F)(F)F)C(=O)N(C[C@H](NCCCC(=O)O)C3=CC=CC=C3)C2=O)=C1F,2.0
HEBBDGMHRHUJRY-VOTSOKGWSA-N,COC1=CC(OC)=C(/C=C/S(=O)(=O)CC2=CN=C(OC)C(NS(C)(=O)=O)=C2)C(OC)=C1,1.52
HEDNVZQAYCHLMZ-UHFFFAOYSA-N,CC(C)(NC1=CC=C2OCCOC2=C1)C(=O)NC1=CC=C(Br)C=C1,6.3
HEEJHCBJQDLCOX-ASRWNOIRSA-N,C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(C2=CC=C3C(N)=NC=NN23)[C@H](O)[C@@H]1O)OC1=CC=CC=C1)C(=O)OC1CCCC1,1.55
HEEJXEXTIAOYPJ-UHFFFAOYSA-N,CS(=O)(=O)NC(=O)NC1=CC=C(C(F)(F)F)C=C1,-0.3
HEFNNWSXXWATRW-JTQLQIEISA-N,CC(C)CC1=CC=C([C@H](C)C(=O)O)C=C1,1.07
HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)CC1=CC=C(C(C)C(=O)O)C=C1,0.9942857142857144
HEHNDZCPVUGPOI-UHFFFAOYSA-N,CC(C)OC1=CC=CN=C1C1=NSC(NC2=NC=C(C(F)(F)F)C=C2C(=O)N(C)C)=N1,2.15
HEHNOBXAXWDFQT-UHFFFAOYSA-N,O=C(NC1=CC=C(Br)C=C1)NC1(C(=O)NC2=CC=CC=N2)CCCC1,4.3
HEIGCQPSNKLEJI-UHFFFAOYSA-N,O=C1NC2=C(O)C=CC(CCNCCS(=O)(=O)CCCOCCC3=CC=CC=N3)=C2S1,0.95
HELGNONTSYIFIH-OAQYLSRUSA-N,CC[C@@H](NC1=C(C#N)C(C2=CC=C(C3=CC=CN=C3C)C=C2)=NC2=CN=CC=C12)C(N)=O,1.9
HELSNFGREWNGII-FEWUNMPKSA-N,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CN=[N+]=[N-])NC(=O)[C@@H](CC(=O)N1CCOCC1)CC1=CC=CC=C1,4.1
HEMGMIJDFOQHRV-UHFFFAOYSA-N,CC1=NC2=CN=C3NC=CC3=C2N1C1CCN(CC2=CC=CC=C2)CC1,3.3
HEMJJKBWTPKOJG-UHFFFAOYSA-N,CC1=CC=C(C)C(OCCCC(C)(C)C(=O)O)=C1,1.47
HEMUWJWCGDQEFM-UHFFFAOYSA-N,O=S(=O)(NC1=NC(C2=CC=C(F)C=C2)=C(C2=CC=NC(NC3=CC=C(N4CCNCC4)C=C3)=N2)S1)C1CCNCC1,1.34
HEMVNRUIGOXROO-UHFFFAOYSA-N,CNC(=O)N(C1=CC=C(S(=O)(=O)NC2=CC=CN=N2)C=N1)C1=CC(F)=C(C2=CC=C(F)C(OC(F)(F)F)=C2)C=C1OC,1.8
HEPANRYFUSPBOW-VQTJNVASSA-N,CC1=NC2=NC(N[C@H](CC#N)C3=CC=CC(Cl)=C3)=NN2C(NC[C@H](N)C2=CC=CC=C2)=C1,3.2
HEPANRYFUSPBOW-WOJBJXKFSA-N,CC1=NC2=NC(N[C@H](CC#N)C3=CC=CC(Cl)=C3)=NN2C(NC[C@@H](N)C2=CC=CC=C2)=C1,3.4
HEPQZLAAWOEYMZ-UHFFFAOYSA-N,CN(C)CC1=CC2=NC(C3=CC=C(F)C=C3)=C(C3=CC=NC(N)=N3)N2C=C1,2.4
HEQCAZBYTNVHEL-VKHMYHEASA-N,COC1=C(O)OC([C@@H](O)CO)=C1O,-1.44
HEQHRPBZBOEOFA-UHFFFAOYSA-N,CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(=O)NC2=CC=C(N3C=NC(C)=C3)C=C2)C=C1,4.08
HEVSPMAPHDLRAM-UHFFFAOYSA-N,CSC1=NN2C(NC3=CC=C(S(F)(F)(F)(F)F)C=C3)=CC(C)=NC2=N1,3.5
HEWBOAJFYPRKLD-UHFFFAOYSA-N,C/N=C(/NC1=CC=C(OC)C(CSC2CCCC2)=C1)C1=CC=CS1,3.1
HFASUMJDHWTBSG-ZFCUWQNASA-N,COC1=C(OC(C)=O)C=C2C(=O)O[C@@H]3[C@@H](O)[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]3C2=C1OC(C)=O,0.429
HFAURKSQTSLTBO-UHFFFAOYSA-N,CNC1=NC(CC2=CC=CC=C2)=CC2=C1CCNCC2,0.4
HFAWHWVHZJPDOZ-UHFFFAOYSA-N,COCC(=O)NC1CCCN(CC2=CC3=NC(C4=CC=CC5=C4C=NN5)=NC(N4CCOCC4)=C3S2)C1,4.5
HFCLWYLCBGDFHC-UHFFFAOYSA-N,O=C(C1=CC=CC(CC2=NNC(=O)C3=CC=CC=C23)=C1)N1CCN2C(=CN=C2C(F)(F)F)C1,1.66
HFDMMKOMGWVDMR-UHFFFAOYSA-N,O=C(C1=CC=C(F)C=C1)N1CCC(N(C2=CC=C(C(F)(F)F)C=C2)C2=CC=CN=C2)CC1,3.5999999999999996
HFFDHCIWKMSYST-UHFFFAOYSA-N,CC1=C(C2=CC=C(N)N=C2)SC(NC(=O)C2(C)CCCCC2)=N1,3.8
HFGOIDRTZLGILV-CVEARBPZSA-N,CNC(=O)[C@H]1C[C@@H]1C1=CC=C(C2=C(SC3=CC=C(Cl)C=N3)N(C)C=N2)C=C1,2.9
HFGXACKHXDDDKW-UHFFFAOYSA-N,CCCCN1C=CC(=O)C(O)=C1CC,6.726666666666667
HFIAZGUOIGBSNX-UHFFFAOYSA-N,CNC(=O)C1=C(C2=CC=CC(O)=C2)OC2=CC=C(O)C(CN3CCC4(COC4)C3)=C12,1.1
HFJPQKBQGCFBQI-UHFFFAOYSA-N,CC(C)OCC1(C(=O)C2=CC=C(N)C(Cl)=C2)CCCN1,0.84
HFLVCCCLGAIFBB-LJAQVGFWSA-N,CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CC[C@@H](C2=CC=CC=C2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,3.4
HFMFHCLRTZLTNN-VDZWXDAKSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC1=CC=C(O)C=C1)C(=O)O,0.73
HFNKQEVNSGCOJV-OAHLLOKOSA-N,N#CC[C@H](C1CCCC1)N1C=C(C2=NC=NC3=C2C=CN3)C=N1,2.7
HFPHJFBAGWOOFH-UHFFFAOYSA-N,CCOC1=CC=NC(COC2=CC=C(C(C)=O)C=C2C2=CC=C3CCNCCC3=C2)=C1,2.7
HFPLBCWCXJOITL-UHFFFAOYSA-N,CC1(C2=CC=C(C#N)C=C2)NC(=O)N(CC(=O)C2=CC=CC([N+](=O)[O-])=C2)C1=O,4.25
HFPWXYWWVQHMJI-BFTSUTFSSA-N,CC1=CC=NC2=C(C(=O)N[C@H]3C4CC5CC3C[C@](C#N)(C5)C4)C=NN12,2.4
HFRXBXSJTFMMAL-UHFFFAOYSA-N,COC(=O)C1=CC=C2C(C(=O)C3=CC=CC=C3)=CC(C(=O)C3=CC=CC=C3)=C2C=C1,5.55
HFRZQWUXLVUHRM-UHFFFAOYSA-N,CNC1=NC(NCCCN(C)C)=C2SC(C3=CC=C(N4CCNCC4)C=C3)=CC2=N1,3.5
HFSXGAKDODZJBV-GORDUTHDSA-N,CC1=C(NC2=C(C#N)C=NC=C2/C=C/CCN2CCCNCC2)C=CC2=C1C=CN2,0.2
HFTBZHCOVZZARE-UHFFFAOYSA-N,O=C1NC2=C(O)C=CC(CCNCCCS(=O)(=O)CCOCC3=CC=CC=C3)=C2S1,1.15
HFTHZJIBAXDXHF-LJQANCHMSA-N,O=C(COC1=CC=CC=C1)N1CCCC[C@@H]1C1=NNC(C2=CC=CC(C3=NN=CO3)=C2)=N1,2.66
HFTMKXPVVROZLB-IPJJNNNSSA-N,N#CC1=CC=C2C=CC(=O)N(CCCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4C3=CC=C4OCC(=O)NC4=N3)C2=C1,1.03
HFUAYFDFOHBDTE-UHFFFAOYSA-N,NCCOC1=CC=C(C2=CC=NC(NC3=CC=C(S(N)(=O)=O)C=C3)=N2)C=C1,-1.39
HFWSSTSNALJTOM-UHFFFAOYSA-N,O=C(C1=CC=C(C(=C2CCN(CC3=CSC=N3)CC2)C2=CC=CC3=CC=CN=C23)C=C1)N1CCOCC1,2.1
HFXDKQDCOWWEDC-SFHVURJKSA-N,O=C(O)C1=CC=C(NC(=O)[C@H](CC2CCCCC2)N2C=NC(S(=O)(=O)C3CCC3)=C2)N=C1,0.15
HFXPCMWQVASRJS-UHFFFAOYSA-N,O=S(=O)(CCCCN=C=S)CCN1CCOCC1,2.93
HFZAQPHOAFUJHL-UHFFFAOYSA-N,CCN1C(C)=CC(=O)C2=CC=C(Cl)C=C21,0.20000000000000007
HFZQHWABRPOZHE-UHFFFAOYSA-N,O=C(NCCCCCCNCCC1=CC=C(O)C2=C1SC(=O)N2)NC1=CC=CC=C1,1.26
HFZSVNQUAOVFHI-UHFFFAOYSA-N,CC1(CN)CCN(C2=CN=C(SC3=CC=CC(Cl)=C3Cl)C(N)=N2)CC1,2.5
HFZWRUODUSTPEG-UHFFFAOYSA-N,OC1=CC=C(Cl)C=C1Cl,3.06
HGAPSZOCRAPJRW-LWKZLERKSA-N,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@]4(C)C(=CC(=O)O[C@H]4C4=COC=C4)[C@]2(C)/C(=N\OCCN2CCOCC2)C[C@@H]13,2.52
HGBGXSPIBLZGHS-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=C(S(N)(=O)=O)C=C21,2.3
HGBLIBDRBSWLRN-UHFFFAOYSA-N,CC1CN(CC2CCN(CC3=CC=CC=C3)CC2)C(=O)N(C2=CC=CC(C(=N)N)=C2)C1,-0.49
HGBUEIWFNDRSBG-UHFFFAOYSA-N,CCNC(=O)NC1=CC(C2=CC=CC=C2)=C(C2=CN=CC(C(=O)O)=C2)C=N1,-0.31
HGCCHGICFGKZBR-UHFFFAOYSA-N,FC1=CC=C2C=C(C3=CSC(C4CCN(CC5=NC6=CC=CC=C6N5)CC4)=N3)OC2=C1,3.5
HGCWZNZSOQLIHR-UHFFFAOYSA-N,CC1=C(N2CCCN(CC3=CSC(C4=CC=CC=C4)=N3)CC2)C2=NC=CN2C=C1,2.8
HGDUOYYDKBPRCV-TUIFFPIZSA-N,C[C@H]1[C@H](F)C[C@@H](C(=O)NCC2=CC(C3=CN=C(C(F)(F)F)N=C3)=NC=C2F)N1S(=O)(=O)C1=CC=C(F)C=C1,2.6
HGDZXEXIGIEYIU-TWLDFKIOSA-N,COC1=NC=C(C2=C(C)C=C(C(=O)O)C=C2C)C=C1C1=CC=C(C(F)(F)F)C=C1[C@@H]1CC[C@H]2[C@@H](C3=CC(F)=CC(C(F)(F)F)=C3)OC(=O)N12,4.8
HGEYBNIOHKEYAV-UHFFFAOYSA-N,CC1=CC(C(=O)N(CC(C2=CC=CC=C2)C2=CC=CC=C2)C(C)C#N)=CN(C)C1=O,4.8
HGFAJEPTMZEYKW-UHFFFAOYSA-N,CC1=CN(C2=CC=C3C(=O)N(CC4=CN(C)C5=CC=C(C(F)(F)F)C=C45)CCN3C2=O)C=N1,3.4
HGFHSGAVIGXYBV-ZIAGYGMSSA-N,CN1C=C(NC2=NC=C(F)C(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)=N2)C=N1,2.13
HGFXZMQTCAQFJL-INIZCTEOSA-N,COC1=CC2=C(C=C1OCCCC(=O)O)C[C@@H](C(C)C)N1C=C(C(=O)O)C(=O)C=C21,2.9
HGHJHUWNOJYVIA-UHFFFAOYSA-N,COC1=CN=C2C=CC(=O)N(CCN3CCC(C4=NC5=CC(Cl)=C(F)C=C5N4)CC3)C2=C1,4.0
HGHMXBSHWUYPOT-UHFFFAOYSA-N,CCC1=CC=C(N(CC(C)C)S(=O)(=O)C2=CC=C(OCC3CCOCC3)C(CC(N)=O)=C2)C=C1,4.8
HGJTURTZFKNELD-HZPDHXFCSA-N,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCC3=C(C2)C2=CC(F)=CC=C2N3)CC1,3.0
HGKGUFUFRMVUKS-OALUTQOASA-N,CN1C=C(C(=O)N2[C@H]3CC4=CC=CC=C4[C@@H]2CNC3=O)C2=C(NC3=CC=CC=C32)C1=O,2.0
HGKWECAKFLBHFW-ROUUACIJSA-N,CCCN(C1=CN=C(C(=O)[C@H]2C[C@@H]2C(=O)O)C(OC)=C1)C1=CC=C(F)C2=CC=CC=C12,1.8
HGLUSLQAEOTCFZ-UHFFFAOYSA-N,CN1C(COC2=CC=CC(C(=O)O)=C2)=NC2=CN=C(OC3=CC=C4CCOC4=C3)C=C21,0.6
HGLZLKIEOLRRSD-UAPYVXQJSA-N,COC(=O)N1CCN([C@H]2CC[C@H](NC3=NC(NC4=CN(C)N=C4)=NC4=C3C(=O)N(CC#N)C=C4)CC2)CC1,2.3
HGMLYYLVYVLCBP-UHFFFAOYSA-N,CC(C)CN(C1=CC=C(C(C)(C)C)C=C1)S(=O)(=O)C1=CC=C2OC(C3CCOCC3)CC(=O)C2=C1,4.97
HGNBUXLNSJDWQM-AWEZNQCLSA-N,COC1=CC(Cl)=C(NC2=NC(Cl)=CN([C@@H](COCCF)C3CC3)C2=O)C(Cl)=C1,4.0
HGNDTMRDLDEWSO-UHFFFAOYSA-N,C1=CN=C(NC2=NC=NC3=CC=C(C4=CC=CC(N5CCOCC5)=C4)C=C23)N=C1,2.5
HGNNONNHILOHLR-HDJSIYSDSA-N,CN1C(=O)N([C@H]2CC[C@H](O)CC2)C2=NC(NC3=CC=CC=C3)=NC=C21,2.4
HGOCZXVINVMQGD-MRXNPFEDSA-N,CC(C)C1=NOC(N2CCN(C3=NC=C(OCC4=CC=C(CS(C)(=O)=O)C=C4F)C=N3)[C@H](C)C2)=N1,3.1
HGOOAHFAWANHJW-UHFFFAOYSA-N,CC1=CC=C(C(NC(=O)C2=C(C)C=CC=C2C)C23CCC(CC2)CN3C)O1,1.5
HGOZCRATXMHVRB-FQEVSTJZSA-N,CC1=C(C2=CC=CC=C2)C(N2CC[C@H](N(C)C)C2)=C2OC(C3=CCCC3)=NC2=C1C#N,5.2
HGQYOZCRJRVYCP-UHFFFAOYSA-N,O=C1C2=NC=C3C(=C2CCN1O)C=CN3CC1=CC=C(F)C=C1,1.39
HGTYXDXGMWEQPT-UONOGXRCSA-N,CC(=O)N[C@@H]1CCC[C@H](C(=O)NC2=CC(C3=C4NCCCN4N=C3)=C(Cl)C=N2)C1,2.4
HGUBMNSXGREHNN-UHFFFAOYSA-N,CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CCC(C2=CC=CC=C2)C2CCN(S(=O)(=O)CC)CC2)CC1,1.6
HGULPEXUXHAGBL-VWLOTQADSA-N,O=C(O)C1=CC=C(NC(=O)[C@H](C2CCCCC2)N2C(C3=CC=C(Cl)C=C3)=NC3=CC=CC=C32)C(C(F)(F)F)=C1,2.34
HGVSWJDEILCQIP-FQEVSTJZSA-N,COCCN1CCC[C@H](CN2C(C3=CC=CN=C3C)=NC3=CN(C4=CC=CC(OC)=C4)N=C3C2=O)C1,1.3
HGVWXJPSAGTUKT-UHFFFAOYSA-N,O=C(C1=C(C2=CC=C(O)C=C2)OC2=CC=C(O)C(CNCC3(O)CC3)=C12)N1CCC1,0.9
HGXMPEVFQLWLOX-GJZGRUSLSA-N,COC1=CC(N(CC2CC2)C2=CC(Cl)=CC=C2F)=CN=C1C(=O)[C@H]1C[C@@H]1C(=O)O,1.1
HGZFNFDRVPCIQU-UHFFFAOYSA-N,CCCCC1=CC=C(C2=NC(CNC3CCCCCC3)=CO2)C=C1,5.49
HGZPMOZVQYACMJ-UHFFFAOYSA-N,NCC(=O)N(CC1=CC=CN=C1)C1=CC=C(C2=NC3=CC=CC=C3S2)C=C1,0.69
HHAHWQRMWXEINT-OAHLLOKOSA-N,CNC(=O)C[C@H]1CCC2=CC(F)=CC=C2N1C(=O)C1=CC=C2OCC(=O)NC2=C1,1.4
HHASJIQLELHPOG-UHFFFAOYSA-N,CC(C#CC1=CC=CN=C1)N1NC(=O)C2=C(C(=O)C3=CC=C(Cl)C=C3N2)C1=O,2.4
HHBNPIUEFHEVKO-RQNOJGIXSA-N,CN(C)CCN1CCN(C2=CC(C(=O)NC[C@H]3CC[C@H](CNC(=O)OC(C)(C)C)CC3)=C3C=CC=CC3=N2)CC1,3.4
HHBWOUJUTZISGG-UHFFFAOYSA-N,CCN1C(=O)C2(CCCN(C3CCN(C(=O)C4=C(NC(N)=O)SC5=CC=CC=C45)CC3)C2)N=C1C(C)C,2.43
HHDGORPGLJTRKR-UHFFFAOYSA-N,CC1=CC(OCCCS(C)(=O)=O)=CC=C1C1=CC=CC(CNC2=CC=C(OCC(=O)O)C(F)=C2)=C1,1.59
HHDICTUTXIOTBC-WOJGMQOQSA-N,CN(C)C1=CC=C(C(=O)N/N=C/C2=CC=C(C(O)=NO)C=C2)C=C1,0.68
HHFUTEBXXPDIDD-UHFFFAOYSA-N,O=C1NC(CC2=CC=CC=C2)C2(CCN(CC(O)C3COC4=CC=CC=C4O3)CC2)O1,2.41
HHHDJHHNEURCNV-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(Cl)C=C1,1.24
HHHPAIPLLVZZFS-UHFFFAOYSA-N,CN(CC1OCCO1)C(=O)C1=CC(NC2=CC=CC=C2)=CC(C2=CC=NC(NC(=O)C3CC3)=C2)=C1,3.9
HHJUWIANJFBDHT-ZVTSDNJWSA-N,CC[C@]1(O)C[C@@H]2CN(CCC3=C(NC4=CC=CC=C34)[C@@](C(=O)OC)(C3=CC4=C(C=C3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.67
HHLLHTOFIMTHMI-UHFFFAOYSA-N,O=C1NC(C2=CC=C(C(F)(F)F)C=C2)=NC2=C1COCC2,3.1
HHLMCSYXJNMKST-UHFFFAOYSA-N,O=C(C1=CC=C(F)C=C1)N1CCN2C(=O)C3=CC=CC=C3C12C1=CC=C(Cl)C=C1,4.0
HHMPSPSPFJQPAI-MKPDMIMOSA-N,CC1=CC(C(=O)N[C@H]2CC[C@@H](NC(=O)C3=CC(F)=CN=C3OC3=CC=CC(C4=CC=C(O)C=C4CN4CCOCC4)=C3)CC2)=NN1C,3.1
HHMYGKFULLRKST-UHFFFAOYSA-N,COC1=CC=C(CCC2=CC3=NC(C4=C(C)ON=C4C)=CC=C3N2CCN2CCOCC2)C=C1,3.29
HHPBPMMGXGLFBZ-GYVZUEEYSA-N,CC1=CC=CC(C)=C1C1=CN=C2C(=C1)C[C@@]1(OCCCC3=CC=CC=C3)[C@H]3CC4=CC=C(O)C5=C4[C@@]1(CCN3CC1CC1)[C@H]2O5,3.08
HHPVCRYYLOFYGE-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)CN(CCCC1CCCC3=C(OC)C=CC=C31)CC2,4.33
HHQHNNZROMPBCB-UHFFFAOYSA-N,N#CC1=C(C2=CC=C(C(F)(F)F)C=C2)C=C(NCCN2CCCC2)N2C1=NC1=CC=CC=C12,2.58
HHROSVVAPDRMPX-GFCCVEGCSA-N,O=C(NC1=CC=C2SC=NC2=C1)[C@@H]1CCN(S(=O)(=O)C2=CC=C3N=CSC3=C2)C1,2.04
