logD,caco2_atob_LogPapp,caco2_btoa_LogPapp,mppb_LogUnbound,hppb_LogUnbound
2.2733333333333334,,,,
,,,1.380211241711606,0.9542425094393249
1.69,,,,
1.7,,,,
2.2,,,,
3.8,,,,
4.6,-4.853871964321762,-4.795880017344075,,
,,,1.0413926851582251,1.146128035678238
2.3499999999999996,,,,
1.6,-6.508638306165727,,,
2.8,-4.87942606879415,,,
3.94,,,,
3.47,,,,
,-5.2076083105017466,,,
2.9,,,,
0.5,,,,
3.8,,,,
3.5,,,,
3.0,,,,
0.6,,-5.301029995663981,,
1.9,,,,
,-6.154901959985743,,,
2.6,,,,
1.6,,,,
,-6.481486060122113,,,
3.63,,,,
1.0,,,,
3.94,,,,
,,,,-0.39794000867203144
-0.34,,,,
1.52,,,,
3.19,,,,
1.2,,,,
0.29,,,,
,,,,-0.1549019599857414
2.3,,,,
0.85,,,,
2.7,,,,
,-4.6595558851598815,,,
,,,,0.6981005456233895
2.73,,,,
,,,,0.3222192947339181
0.8,,,,
4.72,,,,
2.79,,,,
3.2,,,,
3.4,,,,
0.27,,,1.7634279935629373,1.7558748556724915
0.8,,,,
3.31,,,,
3.31,,,,
3.7,,,,
4.479,,,,
2.4,,,,
,-6.0,-6.698970004336019,,
2.42,,,,
3.09,,,,
,,,0.6785183790401136,1.0394141191761372
,,,-0.0154726866562059,
4.75,,,,
5.4,,,,
,,,,0.3010299956639812
2.2,,,,
0.8,,,,
4.0,,,,
1.39,,,,
5.09,,,,
,,,,1.380211241711606
2.95,,,,
2.98,,,,
,-7.096910013008056,,,
4.3,,,,
3.1,,,,
1.8,,,,
,-7.0,,,
3.3,,,,
1.6,,,,
1.63,,,,
2.9,-4.468521082957745,,,
3.1,,,,
5.1,,,,
3.1,,,,
2.3,,,,
,,,-0.39794000867203144,
1.7,,,,
2.2,,,,
,,,,1.380211241711606
,,,,1.5185139398778875
-0.73,,,,
2.5,,,,
3.3,,,,
2.95,,,,
0.3,,,,0.7944880466591699
3.64,,,,
0.3,-6.050609993355088,,,
,-6.0,,,
,,,,-0.6197887582884032
3.675,,,,0.732393759822969
2.2,,,,
-0.88,,,,1.6571515019009666
0.51,,,,
,-5.142064735280571,-5.351639989019068,,
-2.68,,,,
,,,,0.3010299956639812
3.4,,,,
1.6,,,,
2.3,,,,
1.3,,,,
1.81,,,,
7.05,,,,
0.7,,,,
,,,,1.9400181550076632
1.385,,,,
2.3,,,,
0.5,,,,0.2540644529143384
2.94,,,,
-2.77,,,,
3.4,,,-0.39794000867203144,
,-5.46344155742847,-5.537602002101044,,
-0.3,,,,
3.3,,,,
,-5.4089353929735005,-4.438898616350944,,
3.2,,,,
3.4,,,,
1.1,,,,
2.4,,,,
4.2,,,,
2.0,,,,
2.33,,,,
,-5.481486060122113,,,
,-5.79317412396815,-4.756465898167938,,
2.17,,,,
,,,,1.2041199826559248
1.7,-5.124360062995832,,,
3.98,,,,
1.0,,,,
,-4.661543506395395,,,
,-4.96818772866963,,,
7.52,,,,
1.59,,,,
,,,0.20411998265592324,0.20411998265592324
3.0,,,,
1.5,,,,
1.5,-4.481486060122113,-4.443697499232712,,
3.7,,,,
4.0,,,,
3.2,,,,
2.7,,,,
4.6,,,,
,,,,-0.3010299956639812
1.7,,,,
2.6,,,,
2.52,,,,
3.0,,,,
3.72,,,,
2.1,,,,
1.6,,,,
2.0,,,,
2.5,,,,
4.71,,,,
0.7,-6.552841968657781,-5.739928612014925,,
1.3399999999999999,,,,
-0.48,,,,
1.9,,,,
3.2,,,,
,-5.982966660701219,-6.301029995663981,,
4.38,,,,
-0.4,,,,
3.2,,,,
3.33,,,0.47712125471966244,
3.09,-4.847711655616943,-4.995678626217358,0.7781512503836436,
,,,-0.22184874961636047,-0.39794000867203144
1.48,,,,
3.7,,,,
4.35,,,,
2.5,,,,
-0.17,,,,
3.5,,,,
3.7,,,,
3.4,,,,
2.38,,,,
1.6,,,,
3.1,,,,
6.2,,,,
3.1,,,,
-0.8,,,,
0.53,,,,
3.6,,,,
,,,,0.38021124171160703
2.0,,,,
2.0,-4.638272163982407,-4.468521082957745,,
4.8,,,,
,-4.1232050237993,-4.311580177997289,1.0530784434834197,1.0492180226701817
2.1,,,,
3.67,,,,
,,,,0.20411998265592324
2.9,,,,
-0.17,,,,
2.92,,,,
3.3,,,,
4.19,,,,
-0.405,,,,
1.9,,,,
,,,,0.6020599913279624
2.3,,,,
3.1,,,,
1.0,,,,
4.54,,,,
1.24,,,,
1.0,,,,
,,,,1.4939457483871506
,,,,1.549738731264899
3.6,,,,0.3010299956639812
2.95,,,,
3.61,,,,
0.31,,,,
2.4,-5.154901959985743,,,
3.1,,,,
0.78,,,,1.1532049000842846
0.77,,,,1.2866809693549301
0.9,,,,1.254064452914338
2.7,,,,0.1461280356782398
0.4,,,,
3.7,,,,
,-5.1249387366083,-4.42021640338319,,
,-5.0,,,
1.56,,,,
1.6,,,,
-3.05,-6.42021640338319,-6.481486060122113,,
0.98,,,,-0.3767507096020978
3.4,,,,
1.4,,,,
1.8,,,,
-0.16,,,,
,-4.815308569182402,-4.7423214251308154,,0.9030899869919435
2.93,,,,
2.21,,,,
3.8,,,,
,,,1.2041199826559248,
2.52,,,,
1.67,,,,
4.1,,,,
2.7,,,,
3.46,,,,
1.3,,,1.7781512503836436,1.7481880270062005
2.0,,,,
4.72,,,,
1.2,,,,
,,,,-0.3010299956639812
1.4,,,,
-0.1,,,,
2.05,,,,
1.4,,,,
2.9,,,,
3.79,,,,
3.4,,,,
4.1,,,,
2.5,,,,
1.8,,,,
-0.5,,,,
,,,,1.9995654882259823
,-4.4089353929735005,-4.455931955649724,,
2.342,,,,1.110252917353403
0.95,,,,
0.88,,,,
3.44,,,,
3.0,,,,
0.31,,,,
1.8,,,,
2.4,,,,
0.83,,,,
0.72,,,,
1.6,,,,
1.84,,,,
,-4.3872161432802645,,,
1.7,,,,
4.6,,,,
1.17,,,,
3.16,,,,
0.25,,,,
2.9,,,,
1.5,,,,
1.5,,,,
,,,,0.3502480183341618
1.8,,,,
,,,-0.8239087409443023,-0.8239087409443023
2.4,,,,
1.98,,,,
2.9899999999999998,,,,
1.75,,,,
0.72,,,,
-0.6,,,,
5.01,,,,
,-6.096910013008056,,,
,,,,1.4771212547196624
,,,,0.7781512503836436
2.8,,,,
2.0999999999999996,,,,
2.19,,,,
2.33,,,,
0.5,,,,
2.4,,,,
2.1,,,,
,,,,0.041392685158222794
2.7,,,,
1.2,,,,1.9395192526186185
4.49,,,,
2.9,,,,0.6989700043360189
,-4.6020599913279625,,,
4.2,,,,
-0.14,,,,
0.6,,,,
3.0,,,,
3.65,,,,
2.4,,,,0.7781512503836436
,,,,1.8964711004792771
1.8,,,,
2.81,,,,0.19312459835446222
3.5,,,,
3.59,-4.910094888560602,-4.939302159646388,0.47712125471966244,
3.8,,,,
1.5,,,,
-1.74,,,,
,,,,1.2457593559672768
2.7,,,,
1.44,,,,
2.4,,,,
3.3,,,,1.919078092376074
0.6,,,,
1.8,,,,
3.4,,,,
1.99,,,,
3.7,,,,
1.96,,,,
2.9,,,,
2.46,-5.1487416512809245,,,
2.9,,,,
1.2,,,,
1.2,,,,
2.1,,,,
4.9,,,,
2.35,,,,
0.0007,,,,
3.29,,,,
2.8,,,,1.4756711883244298
3.8,,,,
1.1,,,,
1.51,,,,
,,,,-0.6989700043360126
2.0,,,,
2.8,,,,
5.5,,,,
2.5,-4.309803919971486,,,
0.7,,,,
,-7.154901959985743,,-1.9999999999997777,-1.9999999999997777
0.2,,,,
3.8,,,,-0.04575749056067238
3.6,-4.809388202186395,,,0.1461280356782398
-1.33,,,,
2.2,,,,
-1.61,,,,
3.54,,,,
2.0,-4.958607314841775,,,
2.4,,,,
3.36,,,,
3.0,,,,
,,,,-0.8239087409443023
0.8,,,1.6720978579357175,1.845098040014257
3.2,,,,
2.6,,,,
,,,1.4800069429571507,
2.6,,,,
2.5,,,,
1.47,,,,
2.8,,,,
1.6,,,,
,,,0.0,0.0
,,,,1.0413926851582251
3.4,,,,0.6020599913279624
,-6.050609993355088,,,
7.1,,,,
,,,,0.11394335230683582
2.4,,,,
2.9,,,,-0.5228787452803417
2.3,,,,
2.4,,,,
1.65,,,,0.6404814369704223
2.58,,,,
3.05,,,,
1.93,,,,
3.1,,,,
2.6,,,,
3.8,,,,
1.1,,,,
2.0,,,,
,-4.958607314841775,-5.795880017344075,,0.3010299956639812
3.6,,,,
3.3,-5.6777807052660805,,,
,,,,1.8195439355418688
2.01,,,,
0.11,,,,
5.1,,,,
2.8,,,,
2.57,,,,0.7450747915820577
-0.74,,,,
0.1,-4.686132779630847,,,
2.75,,,,
0.2,,,,
2.8,,,,
,-6.356547323513813,,,
2.38,,,,
3.3,,,,
2.8,,,,
0.4,,,,
,,,-0.3872161432802681,-1.0969100130080656
5.0,,,,-0.22184874961636047
6.0,,,,
,,,,1.2787536009528289
,,,,1.164352855784437
,,,,0.9858753573083939
,,,,1.2457593559672768
4.3,,,,
4.3,,,,
2.83,,,,
4.9,,,,
4.9,,,,
,-6.3979400086720375,,,
,,,1.9637878273455553,
3.32,,,,
,,,1.2294258479206948,1.461648568063455
-1.3,,,,
1.5,,,,0.6989700043360189
2.33,,,,
5.2,,,,
,,,,0.6989700043360189
2.7,,,,
,-4.701146923590294,-5.356547323513812,,
4.75,,,,
,,,,1.5171958979499744
2.58,,,,
2.5,,,,
2.3,,,,
,,,,0.23044892137827466
1.29,,,,
2.5,,,,
-1.59,,,,
2.53,,,,
4.12,,,,
2.0,,,,
3.3,,,,
6.2,,,,
,-5.366531544420414,,,
,,,1.380211241711606,1.505149978319906
2.8,,,,
,,,1.1760912590556813,1.3617278360175928
0.8,,,,
,,,,1.3979400086720377
3.74,,,,
1.4,-4.954677021213342,-4.647817481888637,,
4.3,,,,
3.6,,,,
4.0,,,,
,,,0.0,
,-5.1605219526258015,-4.534914712442567,,
2.8,,,1.0718820073061253,1.2304489213782739
1.13,,,,
,,,,1.414973347970818
2.6,,,,
1.944,,,,
1.23,,,,
3.8,,,,
2.2,,,,
,-5.045757490560675,,,
-3.46,,,,
1.05,,,,
3.3,,,,
4.0,,,,
,,,1.294686624279443,0.46686762035411045
-0.2,,,,
2.58,,,,
-0.88,,,,
4.0,,,,
4.2,,,,
0.9,,,,
-2.03,,,,
1.7,,,,
2.0,,,,
2.7,,,,
1.3319999999999999,,,,-0.3872161432802681
2.12,,,,
1.78,,,,
,,,,-0.19382002601611245
1.56,,,,
,,,,1.4827307000799428
0.5,,,,
2.34,,,,
3.6,,,,
3.65,,,,
,,,,0.3010299956639812
3.2,,,,
1.5,-4.966576244513051,,,
1.92,,,,
,,,1.7032913781186614,1.4828735836087539
,,,,0.47712125471966244
,,,,1.1437952038457668
3.2,-4.267606240177032,,,
4.0,,,,
3.3,,,,
0.5,,,,
2.3,,,,
1.4,-5.698970004336019,-4.87942606879415,,0.0
,,,,0.3424226808222068
1.95,,,,
2.04,,,,
2.9,,,,
2.5,,,,-1.0000000000000246
-2.18,,,,
1.43,,,,
4.81,,,,
1.82,,,,
2.85,,,,
2.6,,,,
2.5,,,,
3.5,,,,
2.84,,,,
2.41,,,,
2.0,,,,
2.8,,,,
-1.51,,,,
2.4,,,,
2.4,,,,
2.01,,,,
2.6325,,,,0.24303804868629444
,,,,-0.6989700043360126
2.9,,,,
3.5,,,,
1.7,,,,
0.94,,,,
0.9,,,,
2.19,,,,
0.2,-4.6020599913279625,,,
1.689,,,,
-2.201,,,1.6532125137753437,
1.2,,,,
2.3,,,,
3.6,,,,
2.6,,,,
,,,,-0.09691001300805796
,,,,0.2121876044039566
2.68,,,,
5.38,,,,
1.7,,,,
2.325,,,,
2.4,,,,
0.9,,,,
,,,0.0,
0.8,,,,
2.46,,,,
2.9,,,,
2.9,,,,
2.6,,,,
1.9,,,,
2.2,,,,
2.23,,,,
4.550000000000001,,,,
-0.17,,,,
,-4.493359694433497,-4.615109203469446,,1.2253092817258628
,-5.522878745280337,,,
3.5,-5.274088367704952,-5.262012673666569,,
1.98,,,,
2.5,,,,
2.5,,,,
1.6,,,,
1.7,,,,
,-4.712198270069774,,,
0.96,,,,
,,,,1.5797835966168101
0.02,,,,
3.1,,,,
3.16,,,,
3.2,,,,
,-4.987162775294828,-4.410050398674293,,
2.6,,,,
2.7,,,,
2.6,,,,
2.3,,,,
1.3,,,,
2.3,,,,
3.8,,,,
3.61,,,,
7.37,,,,
,,,,0.14301480025409527
2.5,,,,
3.6,,,,
1.72,,,,
1.62,,,,
,-5.0,,,
0.5,,,,
2.18,,,,
,-4.518557371497695,,,
5.6,,,,
0.9,-4.795880017344075,,,
0.8,-4.619788758288394,,,
3.12,,,,
2.6500000000000004,,,,
5.68,,,,
2.8,,,,
2.9,,,,
0.2,,,,
,-4.730487055782084,-4.570247719997592,1.255272505103306,0.9542425094393249
3.2,,,,
2.7,,,,
2.7,,,,
2.7,,,,
3.5,,,,
3.0,,,,
2.35,,,,
0.33,,,,
,,,1.4578818967339924,
3.8,,,,
2.2,,,,
,-5.0746879085003505,-4.655607726314889,,
2.8,,,,
,,,,0.07918124604762586
2.36,,,,
,-5.022276394711152,,,
2.9,,,,
3.9,,,,
,,,0.07918124604762586,-0.1549019599857414
1.0,,,,
3.7,,,,
,,,0.47712125471966244,
3.2,-4.798602875679548,,,
3.7,,,,
2.3,,,,
2.6,,,,
2.4,,,,
,-5.293282217663242,-5.318758762624412,,
3.0,,,,
1.6,,,,
1.8,,,,
3.1,,,,
,-4.552841968657781,-4.769551078621726,,
,-6.823908740944319,-5.61261017366127,,
3.4,,,,
,,,,0.47712125471966244
-0.87,,,,
,,,,-0.3010299956639812
3.1,,,,
-0.08,,,,
,,,,0.47712125471966244
2.0,,,,
,-6.200659450546418,,,
5.8,,,,
4.12,,,,
,-5.337242168318426,-5.3979400086720375,,
0.7,-4.844663962534939,,,
2.6,,,,
4.8,,,,
1.6,,,,
1.7,,,,
-1.22,,,,
3.0,,,,
2.99,,,,
2.99,,,,
3.0,,,,
3.18,,,,
,-4.430626090384954,,,
,,,,0.9777236052888477
,,,,1.0394141191761372
3.24,,,,
1.05,,,,
2.41,,,,
,-4.949233688766958,,,
,,,,-0.004364805402452329
1.15,,,,
2.43,,,,
0.68,,,,
1.57,,,,
1.8,,,,
2.2,,,,
3.29,,,0.20411998265592324,0.07554696139252993
1.95,,,,
-3.8,,,,
,,,,0.7543483357110194
-0.16,,,,
-0.1,-6.552841968657781,,,
0.1,,,,
0.5,,,,
2.4,,,,
2.4,,,,
3.2,,,,
,-4.927750102386486,,,
3.3,,,,
1.8,,,,
5.3,,,,
5.875,,,,
-0.3,,,,
4.82,,,,
1.8,,,,
2.8,,,,
3.4,,,,
2.5,,,,
2.5,,,,
4.2,,,,
1.4,-4.494850021680094,-4.508638306165727,,
1.4,-4.5376020021010435,-4.5376020021010435,,
2.3,,,,
5.0,,,,
2.1,,,,
1.0,,,,
3.3,,,,
,-5.552841968657781,,,
2.25,,,,
3.1,,,,
2.2,,,,
5.6,,,,
0.35,,,,
2.66,,,,
2.21,,,,
5.05,,,,
3.2,,,,
3.6,,,,
,,,0.6020599913279624,0.47712125471966244
,,,,1.8573324964312685
3.3,,,,
3.07,,,,
1.8,,,,
,,,1.4771212547196624,1.6020599913279623
2.2,,,,1.092720644684099
1.7,,,,
3.85,,,,
3.1,,,,
2.8,,,,
,-6.060480747381382,-6.443697499232713,,
3.5,,,,0.5728716022004796
4.4,,,,
,-5.782516055786094,-5.023650020996727,,
,,,,1.1003705451175627
,-4.627087997029894,,,
,-4.856985199745905,-5.102372908709558,,
1.7,-5.236572006437063,,,
2.0,,,,
3.6,,,,
,,,,0.47712125471966244
4.4,,,,
3.66,,,,
1.3,,,,
2.79,,,,
3.74,,,,
2.5,,,,
1.1,,,,
3.3,,,,
3.3,,,,
3.15,-4.236572006437063,,,
3.3,,,,
3.75,,,,
0.7,,,,
3.67,,,,
2.6,,,,
1.5,,,,
4.6,,,,
,-5.958607314841775,-5.337242168318426,,0.7993405494535815
3.0,-4.314706218613216,-4.372122305420029,,
-0.5,,,,
1.8,,,,
4.68,,,,
1.09,,,,
1.6,,,,
2.6,,,,
1.535,,,,
3.4,,,,
2.35,,,,
6.48,,,,
1.3,,,,
1.09,,,,
1.0,,,,
1.12,,,,
4.28,,,,
,,,0.07918124604762586,
,,,,0.7355988996981797
4.3,,,,
2.915,,,,0.8388490907372557
1.7,,,,
-0.69,,,,
1.1,,,,
3.1,,,,
,,,,0.6627578316815735
,,,,0.11394335230683582
2.74,,,-0.080921907623927,0.15836249209524897
,,,,0.0
,,,,0.5065050324048712
,,,,1.5561818466529111
,,,,-1.1549019599857855
,,,,1.7160033436347992
,,,,0.04532297878665721
2.05,,,,
4.5,,,,
3.89,,,,
-0.82,,,,0.5831987739686225
2.01,,,,
2.5,,,,
0.78,,,,
3.1,,,,
,,,,0.6127838567197349
4.3,,,,
,-4.958607314841775,-5.6777807052660805,,1.2174839442139063
2.83,,,,
2.535,,,,
1.8,-4.5376020021010435,,,
,-4.3872161432802645,-4.200659450546418,,
3.1,,,,
3.4,,,,
3.4,,,,
1.0,,,,
0.9,,,,
,-7.698970004336019,,,
2.78,,,,
2.5,-5.376750709602099,,,
2.23,,,,
2.3,,,,
4.1,,,,
,-4.6595558851598815,,,
,-5.492144128304169,-4.79317412396815,,
4.7,,,,
4.4,,,,
3.8,,,,
1.4,,,,
2.9,,,,
2.9,,,,
3.9,,,,0.28103336724772676
2.3,,,,
,,,,-0.657577319177796
1.4,,,,
,-6.698970004336019,,,
4.3,,,,
-1.98,,,,
0.605,,,,1.7914099156671601
4.0,,,,
3.74,,,,
2.17,,,,
,-4.382999658879101,,,
,,,,-0.39794000867203144
1.8,,,,
2.19,,,,
-1.43,,,,
1.23,,,,
1.95,,,,
-1.0,,,,
0.51,,,,
2.0,,,,
2.6,,,,
,-7.0,-4.774690718274138,,
3.8,,,,
3.5,,,,
3.98,,,,
1.9,,,,
0.5,,,,
1.98,,,1.380211241711606,
3.1,,,,
,-4.696803942579511,,,
1.0,,,,
,,,,0.27875360095283025
,,,,1.6232492903979006
,,,,1.6901960800285136
2.7,-4.481486060122113,,0.9858753573083939,0.5352941200427713
2.4,,,,
1.7,-4.638272163982407,,,
1.5,-4.853871964321762,,,
3.6,,,,0.8325089127062362
0.9,,,,
2.33,,,,
-0.18,,,,
0.9,,,,
3.4,,,,
1.6,,,,
,-4.7447274948966935,-4.7447274948966935,,
,,,,0.0
1.03,,,,
4.9,,,,
0.7,,,,
3.1,,,,
2.63,,,,
2.62,,,,
3.0,,,,
1.3,,,,
2.49,,,,
2.6,,,,
3.7,,,,
3.0,,,,
3.0,,,,1.0718820073061253
3.6,,,,
,-5.522878745280337,-4.098541678603888,,1.3010299956639813
3.2,,,,
2.41,,,,
3.28,,,,
2.7,,,,
1.2,,,,
,,,,0.8325089127062362
3.36,,,,
1.3,,,,
-1.86,,,,
2.4,,,,
3.3,,,,
0.9,,,,
1.7,,,,
,,,,-0.5086383061657241
3.78,,,,
-0.6,,,,
1.77,,,,
2.58,,,,0.5051499783199064
,,,,-0.6989700043360126
,,,,-0.8538719643217602
,,-4.519993057042849,,
2.3,,,,
2.1,,,,
,,,-0.22184874961636047,
0.3,,,,
2.46,,,,
1.3,,,,1.6901960800285136
2.8,,,,
,,,,1.927883410330707
,,,,1.767526899408382
1.8,,,,
3.2,,,,
0.5900000000000001,,,,
0.7697142857142857,,,,0.014940349792935128
2.7,,,,
1.44,,,,
2.4,,,,
3.4,,,,
3.1,,,,
3.4,,,,
1.92,,,,
4.375,,,,
,-4.973466735476703,-4.4290369783682095,0.36172783601759234,0.6232492903979008
2.3,,,,0.6989700043360189
2.3,,,,
2.6,,,,
1.2,,,,
2.01,,,,
,,,-0.1549019599857414,
2.2,,,,
2.6,,,,
2.9,,,,
3.5,,,,
0.28,,,,
0.28,,,,
,,,0.9030899869919435,
,,,,1.255272505103306
3.0,,,,
1.1,,,,
3.12,,,,
,,,,1.214843848047698
,,,,0.5652573434202134
4.77,,,,
,,,,-0.39794000867203144
2.71,,,,
,-5.5376020021010435,,,
0.08,,,,
1.4,,,,
2.5,,,,
0.51,,,-0.5850266520291735,
3.6,,,0.14301480025409527,0.47712125471966244
3.4,-5.1938200260161125,,,
1.7,,,,
2.1,,,,
2.66,,,,
1.95,,,,
3.6,,,,
2.32,,,,
3.83,,,,
2.1,,,,
1.835,,,,
,-4.455931955649724,,,
0.64,,,,
3.6,,,,
1.5,,,,
0.0,,,,
,,,1.6020599913279623,1.5314789170422551
2.0,,,,
2.4,,,,
2.14,,,,
2.1,,,,
1.0,,,,
,,,,0.11394335230683582
0.32,,,,
4.3,,,,
2.4,,,,
1.56,,,,
0.162,,,,
3.47,,,,
,-5.356547323513812,,,
4.2,,,,
,,,,1.9444826721501687
,,,,1.9444826721501687
2.94,,,,
2.71,,,,
7.35,,,,
2.0,,,,
1.4,-5.3979400086720375,-4.568636235841013,,
2.5,,,,1.4756711883244298
4.0,,,,
4.1,,,,
4.7,,,,
3.19,,,,
0.12,,,,
,,,,0.041392685158222794
,-4.995678626217357,,,
3.7,,,,
1.3,,,,
-0.30500000000000005,,,,
2.0,-4.450996737974212,,,
3.616,,,,
,,,,-0.8239087409443023
0.44,,,,
2.1,,,0.7242758696007888,
4.2,,,,
,,,,0.47712125471966244
1.2,,,,
2.5,,,,
4.195,,,,
1.49,,,,
,-6.552841968657781,,,
4.0,,,,
3.97,,,,
1.0899999999999999,,,,
2.6,,,,
0.1,,,,
1.69,,,,
2.75,,,,
1.45,,,,
2.58,,,,
2.7,,,,
4.2,,,,
0.96,,,,
2.9,,,,
1.13,,,,
3.205,,,,
1.6,,,,
,,,,0.5831987739686225
,,,,-0.09691001300805796
,-6.2076083105017466,-6.013228265733755,,
4.9,,,,
0.58,,,,0.3404441148401179
4.2,,,,
,-5.877784121727173,,,
,-4.954677021213342,,,
1.56,,,,
1.5,,,,
0.77,,,,
4.89,,,,
,,,1.9030899869919435,1.9030899869919435
,,,,0.3010299956639812
1.1,,,,
,,,,-1.3979400086719698
4.65,,,,-0.06550154875643256
2.86,,,,
1.92,,,,
2.0,,,,
1.8,,,,
4.3,,,,
,,,0.6020599913279624,0.3010299956639812
3.33,,,,
,,,,1.1760912590556813
,,,1.380211241711606,0.9731278535996989
,,,1.806179973983887,
1.6,-7.221848749616356,,,
,-4.669586226650809,-4.36251027048749,,
-3.55,,,,
,-4.811634073936852,-5.087777943467585,,
3.62,,,,
3.5,-4.638272163982407,,,
2.4,,,,
3.5,,,,
1.8,,,,
3.0,,,,
4.3,,,,
3.1,,,,
2.59,,,,
1.0,,,,
1.9,,,,
-0.1,,,,
,,,,-0.3010299956639812
,,,,0.8450980400142568
1.9,,,,
2.7,,,,
,-4.798602875679548,-4.790484985457369,,
3.3,,,,
,-4.363211310965625,-4.477816682381314,,1.6875289612146342
7.2,,,,
3.43,,,,
1.9,,,,
,,,0.11394335230683582,0.04532297878665721
2.5,,,,
2.1142857142857143,,,,
,,,-0.12493873660829995,1.1705550585212086
,,,0.17609125905568124,
6.66,,,,
,,,,0.1461280356782398
3.5,,,,
,,,-0.5228787452803417,0.6127838567197349
3.97,,,,
2.4,,,,
2.9,,,,
3.96,,,,
,-6.0,,,
2.4,,,,
,-4.886056647693163,-4.346787486224656,-0.22184874961636047,-0.5228787452803417
1.65,-4.3979400086720375,,,
,-5.275724130399211,,,
7.0,,,,
3.07,,,,
1.55,,,,
3.4,,,,
4.39,,,,
0.58,,,,
1.95,,,,
2.5,,,,
2.2,,,,
3.5,,,-1.0000000000000246,-0.6989700043360126
,,,,-0.6989700043360126
3.1,,,,
3.5,,,,
,,,,0.47712125471966244
,-5.4089353929735005,,,
1.9,,,0.0,-0.39794000867203144
3.1,,,,
3.7,,,,
-0.99,,,,
3.5,,,,
,,,0.7634279935629371,0.8864907251724821
,-5.721246399047171,,,
2.8,,,,
-1.25,,,,
,,,1.260071387985075,
6.8,,,,
0.07,,,,
,-5.7447274948966935,-5.167491087293763,,
,-4.886056647693163,-5.3872161432802645,,
,,,,0.9036325160842379
1.4,,,,
2.9,,,,
2.8,,,,
,,,1.8506462351830666,1.7566361082458481
4.0,,,,
0.51,,,,
,,,,-1.1549019599857855
4.27,,,,
,,,0.36172783601759234,-0.09691001300805796
0.2,,,,
,,,,0.2624510897304291
6.635,,,,
3.8,,,,
7.98,,,,
4.1,,,,
2.1,,,,
2.3,,,,
2.1,,,,
-0.8,,,,
,-6.537602002101044,,,
-0.9,,,,
1.4,,,,
,-7.1249387366083,,,
0.84,,,,
0.85,,,,
2.3,,,,
,-5.539102157243452,-5.978810700930062,,
2.7,,,,
5.0,,,,
,,,,1.0216027160282424
4.2,,,,
4.44,,,,
4.2,,,,
1.69,,,,
,-7.0,,,
3.3,,,,
3.3,,,,
2.7,,,,
5.5,,,,
,,,0.9858753573083939,-0.30980391997149087
1.0,,,,
1.52,,,,
0.91,,,,
2.4,,,,
2.2,,,,
2.24,,,,
0.74,,,,
,-5.095825631715837,-4.309803919971486,,
2.2,,,,
1.9,,,,
,,,,-0.6382721639823996
3.28,,,,
7.4,,,,
1.1,,,,
1.3,,,,
0.71,,,,
3.3,,,,
3.49,,,,
1.3,,,,
1.77,,,,
2.41,,,,
4.2,,,,
0.78,,,,
3.2,,,,0.033423755486949015
0.2,,,,
0.9,,,,
2.2,,,,
2.1,,,,
3.0,,,,
,,,-0.04575749056067238,
2.9,,,,
3.69,,,,
2.9,,,,
0.8,,,,
3.08,,,,
2.7,,,,
2.0,,,,
2.2,,,,
1.46,,,,
1.9,-6.508638306165727,,,
3.5,,,,
1.02,,,,
,,,,0.5538830266438741
0.5,,,,
0.555,-6.259637310505756,-5.025159470658862,,
1.77,,,,
2.5,,,,
,-4.583359492661719,,,
3.0,,,,
,,,,0.0
,-6.481486060122113,-6.481486060122113,,
1.5,-4.958607314841775,-4.292429823902063,,0.8450980400142568
3.74,,,,
0.13,,,,
1.28,,,,
-0.21,,,,
,,,0.27875360095283025,-0.22184874961636047
,,,-0.04575749056067238,
1.7,,,,
,-6.180456064458132,,,
2.81,,,,
2.5,,,,
3.5,,,,
1.1,-4.568636235841013,-4.552841968657781,,
1.8,,,,
2.72,,,,
,,-6.229147988357855,,
2.3,,,,
0.9,,,,
0.27,,,,
0.67,,,,
1.7,,,,
2.7,,,,
,,,0.07918124604762586,
,,,1.8864907251724818,
2.6,-4.769551078621726,-4.769551078621726,,
1.3,,,,
1.24,,,,
3.5,,,,
3.4,,,,
,,,,-1.0000000000000246
2.9,,,,
3.9,,,,
1.5,,,,
,,,,-0.3010299956639812
3.2,,,,
4.4,,,,
-1.3,,,,
3.9,,,,
,-4.906578314837765,-4.8297382846050425,,
1.2,,,,
2.3,,,,
1.0,,,,
3.8,,,,
5.2,,,,
,-5.6020599913279625,,,
1.7,,,,
3.01,,,,
3.01,,,,
2.3,,,,
1.6600000000000001,,,,
2.6,,,,
3.88,,,,
3.88,,,,
3.86,,,,
,-4.617982957425132,,,
3.71,,,,
2.9,,,,
-2.58,,,,
3.0,,,,
4.09,,,,
-0.8,,,,
4.3,,,,
2.8,,,,
,,,,0.0
4.5,,,,
1.9,,,,
-0.44,,,,
2.2,,,,
4.0,,,,
1.7,,,,
3.6,,,,
4.33,,,,
3.09,,,,
3.7,,,,
2.8,,,,
4.0,,,,
2.5,,,,
,,,,-0.09691001300805796
4.8,,,,
2.59,,,,
4.1,,,,
,,,,1.0038911662369108
1.4,,,,
2.2,,,,
4.1,,,,
5.0,,,,
0.5,,,,
0.5,,,0.43136376415898775,
5.4,,,,
4.23,,,,
1.5,,,,
2.5,,,,
1.4,,,,
2.96,,,,
,,,,-1.9999999999997777
3.7,,,,
3.33,,,,
