logD,caco2_atob_LogPapp,caco2_btoa_LogPapp,mppb_LogUnbound,hppb_LogUnbound
,,,0.3010299956639812,
1.5,,,,
,-6.301029995663981,,,
2.24,,,,
3.18,,,-0.39794000867203144,0.07918124604762586
2.5,,,,
0.7,,,,
2.0,,,,
,,,,0.7824726241662864
1.4,,,,
-0.10000000000000002,,,,
,,,,1.649334858712142
2.3,,,,
4.54,,,,
,,,,1.8907003976988752
4.1,,,,
2.68,,,,
1.77,,,,
1.7,,,,-0.0021769192542725603
,,,1.3653007486379873,
2.3,,,,
5.7,,,,
-1.925,,,1.5763413502057928,
2.6,,,,
1.8,,,,
,-5.161150909262744,,,
2.9,,,,
2.49,,,,
1.1,,,,
0.8,,,,
6.28,,,,
-0.34,,,,
,,,,0.36172783601759234
3.09,,,,
5.0,,,,
3.9,,,,
2.9,,,,
2.2,,,,
2.4,-4.468521082957745,,,
2.5,-4.2839966563652006,,,
2.6,,,,
,-5.039529222465701,,,
1.1,,,,
1.925,,,,
-1.0,,,,0.9127533036713233
1.26,,,,
2.5,-4.552841968657781,,,
4.0,,,,
4.0,,,,
2.45,,,,
2.2,,,,
,-4.721246399047171,,,
2.8,-5.050609993355088,-5.022276394711152,,
4.1,,,,
6.8,,,,
1.89,,,,
3.74,,,,
-1.6,,,,
3.64,,,,
,-4.555955204081924,,,
2.9,,,,
6.31,,,,
2.27,,,,
2.3,,,,
,-5.657577319177793,-5.886056647693163,,
3.8,,,,
,,,0.7923916894982541,0.3424226808222068
3.3,,,,
,,,,1.254064452914338
-0.34,,,,0.8109042806687004
,-6.721246399047171,,,
1.495,,,,
2.4,,,,
4.49,,,,
,-6.698970004336019,-6.045757490560675,,
,,,,0.8481891169913985
1.1,,,,
2.9,,,,
,-5.027797161620936,-5.101823516502323,,
2.51,,,,
1.4,,,,
3.1,,,,1.6434526764861874
2.4,,,,
,,,-0.6989700043360126,-1.0000000000000246
,,,-0.5228787452803417,
3.1,,,,
,,,-0.3279021420642836,-0.7695510786217217
3.4450000000000003,,,,
0.9,,,,
2.4,-7.154901959985743,-6.958607314841775,,
,-5.769551078621726,,,
,-5.13430394008393,-4.886056647693163,,
-0.040000000000000036,,-3.9157813132607613,,1.8025684983139565
0.13,,,,
0.2,,,,
1.8,,,,
,-5.94692155651658,-4.924453038607469,,
,,,,0.41497334797081703
,-4.920818753952375,,,
,-5.376750709602099,-4.262012673666569,,
1.3,,,,
4.3,,,,-0.6989700043360126
,,,,0.5158738437116792
2.8,,,,
2.2,,,,
4.3,,,,
2.4,,,,
0.0,,,,
2.0,,,,0.42813479402878996
,,,1.7781512503836436,1.8260748027008264
,,,,-0.5228787452803417
2.79,,,,
,-4.976747540366288,-4.585193720498988,,
1.2,,,,
2.1,,,,
2.7,,,,
2.8,,,,0.7075701760979359
1.99,,,,
2.62,,,,
3.65,,,,
4.0,,,,
1.0,,,,
,,,,-1.0000000000000246
3.0,,,,
3.0,,,,
1.0,,,,
2.1,,,,
,-5.1249387366083,-5.327902142064283,,
-0.79,-6.721246399047171,,,
1.65,,,,
2.7,,,,
2.5,,,,
,,,,0.7641761323903309
1.45,,,,
0.37,,,,
0.15000000000000002,,,,
0.14,,,,
2.62,,,,
,-6.698970004336019,,,
1.5,-5.590066876668706,,,
1.845,,,,
4.2,,,,
,,,,0.6211762817750359
2.0,,,,
,-4.79805693659835,-4.7442452133569555,,
1.6,,,,
,,,,0.880813592280791
2.3,,,,
-1.71,,,,
2.4,,,,
2.4,,,,
0.9,,,,0.8299466959416363
-3.0,,,,
3.4,,,,
,,,,0.3010299956639812
-0.27,,,,
3.1,,,,
2.4,,,,
3.8,,,,
2.3,-4.346787486224656,,,
-0.91,,,,
2.5,,,,
5.38,,,,
0.4,,,,
1.7,,,,
2.1,,,,
3.3,-4.856985199745905,,,
3.9,,,,
3.1,,,,
0.32,,,,
5.125,,,,
3.2,,,,0.35983548233988916
3.52,,,,
1.05,,,,
,-5.154901959985743,,,
-0.54,,,,
2.62,,,,
4.2,,,,
1.86,,,1.414973347970818,
2.9,,,,
2.47,,,,
,,,,0.7634279935629371
2.4,,,,0.5065050324048712
1.7,,,,
4.19,,,,
,-5.567030709125595,,,
,-5.3819519032879075,,,
2.1,,,,
2.1,,,,
1.105,,,,
0.67,,,,
0.76,,,,
3.62,,,,
3.8,,,,
,,,,-0.7958800173440844
3.49,,,,
1.1,,,,
,,,,0.36172783601759234
,-6.055517327849832,-4.349692476868063,,
3.5,,,,
3.1,,,,
2.3833333333333333,,,,
2.2,,,1.294686624279443,0.716837723299524
1.4,,,,
3.5,,,,
5.1,,,,
,-4.468521082957745,-4.4089353929735005,,
,-4.459670525209126,,,
3.71,,,,
,,,1.916453948549925,
5.61,,,,
0.3,,,,
2.2,,,,
2.9,,,,
2.73,,,,
3.8,,,,
2.5,,,,
0.5,,,,
3.1,,,,
3.2,,,,0.6020599913279624
3.2,,,,
2.02,,,,
2.2,,,,
,,,,1.2278867046136737
,,,,0.5634810853944102
0.8799999999999999,,,,
,,,,1.3673559210260189
2.2,,,1.0569048513364727,0.1461280356782398
2.0,,,,
,,,,1.4771212547196624
0.8,-7.096910013008056,,,
1.05,,,,
,,-5.511449283499556,,
4.3,,,,
1.97,,,,0.44715803134221876
3.7,,,,
0.75,,,,
-0.30000000000000004,,,,
,-6.096910013008056,-5.4698003017969175,,
2.8,,,,
3.35,,,,
2.7,,,,
,,,,1.5563025007672873
4.4,,,,
2.9,,,,
3.9,,,,-0.09691001300805796
,,,,0.6785183790401136
,-4.275724130399211,,-0.22184874961636047,
2.7,,,,
3.78,,,,
0.7,,,,
1.9,,,,
4.2,,,,
1.9,,,,
,-5.63921731012672,-5.166215625343521,0.0,
,,,,0.6989700043360189
1.3,,,,
4.01,,,,
2.6,,,,
2.7,,,,
4.2,,,,
5.1,,,,
1.6,,,,
,,,0.0,
2.63,,,,
2.5,,,,
,,,0.0,
5.0,,,,
1.4,,,,
2.4,,,,
,,,,1.0
1.1,,,,
,-5.552841968657781,-5.552841968657781,,
1.56,,,,
1.285,,,,
2.1,,,,
3.2,,,,
,,,,0.9405164849325671
2.44,,,1.3979400086720377,
2.97,,,,
1.4,,,,
2.85,,,,
2.5,,,,
3.0,,,,
3.0,,,,
3.6,,,,
3.6,,,,
3.1,,,,
,-5.096910013008056,,,
2.74,,,,
2.0,,,,
,,,,1.1522883443830565
,-5.30715308072277,-5.30715308072277,,
0.88,,,,
3.68,,,,
-0.3,,,,
2.3,,,,
0.93,,,,
2.1,,,,
2.51,,,,
1.7,,,,
3.0,,,,
,,,,1.3617278360175928
0.06,,,,
2.6,-4.661543506395395,-4.772113295386326,0.8450980400142568,
5.6,,,,
5.5,,,,
,,,,0.8388490907372557
3.64,,,,
1.3,,,,
,,,,-0.13667713987954172
,,,,1.6812412373755872
2.9,,,,
2.9,,,,
,,,,0.7781512503836436
1.41,,,,
,-5.6777807052660805,,,
1.3,,,,
1.4,,,,
0.7,,,,
,,,0.6989700043360189,1.146128035678238
2.78,,,,
,-4.468521082957745,,,
0.6,,,,
2.6,,,,
0.02,,,,
3.1,,,,
3.0,,,,
3.4,,,,
6.6,,,,
0.81,,,,
4.1,,,,
,,,,0.637489729512511
0.26,,,,
2.56,,,,
,-6.154901959985743,,,
2.6,,,,
2.8,,,,
1.0,,,,
1.0,,,,
,,,,1.7325545798514321
0.75,-5.505845405981558,,,
2.8,,,,
-1.33,,,,1.2304489213782739
,-5.070581074285707,,,
1.79,,,,
0.9,,,,
3.66,,,,
,,,1.2671717284030137,
,,,-1.0457574905606586,
1.3,,,,
4.6,,,,
3.0,,,,
2.29,,,,0.6127838567197349
7.88,,,,
2.8,,,,
,,,1.6334684555795864,
3.2,,,,
1.4,,,,
1.42,,,,
3.15,,,,
4.1,,,,
,-5.638272163982407,-5.920818753952375,,0.3010299956639812
2.05,,,,
2.9,,,,
1.72,,,,
1.9,,,,
2.01,,,,
3.43,,,,
0.92,-4.752026733638194,-4.812479279163537,,
1.92,,,,
,,,,0.42813479402878996
1.61,,,,1.461648568063455
-0.6,,,,
3.67,,,,
3.5,,,,
,,,,1.2787536009528289
2.42,,,,
2.7,,,,
0.2,,,,
2.64,,,,
0.4,-5.698970004336019,-5.698970004336019,,-0.1549019599857414
1.9,,,,
1.1,,,,
2.3,,,,
2.4,,,,
2.9,,,,
2.42,,,,
,-4.665546248849069,-3.72792621249999,,
2.65,,,,
2.2,,,,0.7450747915820577
0.3,,,,
,,,,-0.4089353929735002
1.7,,,,
1.1,,,,
,,,-0.1549019599857414,
-2.91,,,,
2.375,,,,
1.3666666666666665,-5.070581074285707,,,0.6989700043360189
2.72,,,,
-2.02,,,,
2.25,,,,
2.9,,,0.041392685158222794,
,,,-0.09691001300805796,
-1.01,,,,
,,,-0.8860566476931784,-0.6989700043360126
1.5,,,,
,,,,-0.13076828026902682
1.02,,,,
2.5,,,,
,,,,0.3222192947339181
-2.32,,,,
1.2,,,,
3.59,,,,
2.7,,,,
3.5,,,,
1.55,,,,
3.1,,,,
2.94,,,1.1846914308175986,0.11394335230683582
2.28,,,,
1.79,,,,
2.4,,,,
2.39,,,,
2.6,,,,
1.98,,,,
0.5,-4.853871964321762,,,
0.15,,,,
3.5,,,,
2.6,,,,
,,,,0.11394335230683582
1.7,,,,
2.9,,,,
-1.27,,,,
4.44,,,,
1.9,,,,0.6020599913279624
1.64,,,,
2.0,,,,
1.18,,,,
2.8,,,,
3.5,,,,
,,-5.221848749616356,,
1.7,,,,
5.5,,,,
3.1,,,,
1.4,,,,
0.36,,,,
2.3,,,,
,,,,-0.8538719643217602
3.5,,,,
,-5.221848749616356,-4.356547323513813,,
2.3,,,,
0.27,,,,
4.83,,,,
1.79,,,,
0.5,,,,0.6404814369704223
0.22,,,,
1.57,,,,
,-5.4089353929735005,,,
4.0,,,,
3.04,,,,
2.16,,,,
3.7,,,,
2.7,,,,
1.6,,,,0.5158738437116792
4.1,,,,
2.5,,,,
,,,,0.0
2.37,,,,
3.3,,,,
1.71,,,,
2.8,,,,
4.9,,,,
0.8,,,,
,,,,0.3201462861110547
1.8,,,,0.9294189257142927
,,,,0.5352941200427713
2.9,,,,
2.1,,,,
1.1,-5.958607314841775,,,
,,,,0.42813479402878996
3.41,,,,
1.3,,,,
5.56,,,,
0.25,,,,
2.22,,,,
,,,,1.9916690073799486
1.85,,,,
0.6,,,,
1.8,,,,
2.6,,,,
1.65,,,,
,,,0.44715803134221876,0.3222192947339181
0.7,,,,
0.0,,,,
,,,,2.0
2.9,,,,
,-4.6777807052660805,-4.795880017344075,,
0.8,,,,
1.94,,,,
2.03,,,,
,,,-1.0000000000000246,-1.0969100130080656
,-7.0,,,
2.52,,,,
1.3,,,,
3.0,,,,
1.97,-4.638649975647733,,,
1.7,,,,
5.0,,,,
1.8,,,,
,-5.3979400086720375,-4.853871964321762,,1.995766779049974
-0.3,,,,
1.6,,,,
2.5,,,,
,,,1.3483048630481607,0.8129133566428556
3.5,,,,
0.3,,,,
2.3,-5.045757490560675,-4.2839966563652006,,
2.7,,,,
3.25,,,0.6720978579357177,
3.85,,,,
,,,0.3010299956639812,
2.4,,,,
3.5,,,,
4.1,,,,
2.0,,,,
5.26,,,,
0.88,,,,
3.6,,,,
2.4,,,,
1.76,,,,
2.6,,,,
,,,,0.36921585741014346
2.91,-5.102372908709558,-5.568636235841013,,
1.0,,,,
1.4,,,,
2.6,,,,
,-4.913640169325252,-5.251811972993799,,
2.0,,,,
2.9,,,,
1.9,,,,
1.8,,,,
-0.37,,,,
1.8,,,,
2.31,,,,
2.1,,,,
4.0,,,,
-0.3,,,,
2.6,,,,
2.6,,,,
1.2,,,,
3.5,,,,
2.4,,,,
2.53,,,,
5.3,,,,
1.2,,,,
6.4,,,,
2.9,,,,
2.7,,,,
1.7,,,,
1.1,,,,
,-4.882066164960358,-4.939302159646388,,
0.6,-5.619788758288394,,,
1.75,,,,
5.2,,,,
,,,,0.5797835966168098
3.4,,,,0.7781512503836436
3.4,,,,0.6989700043360189
3.2,,,,
2.0466666666666664,,,,-0.04575749056067238
2.5,,,,
1.6,,,,
,,,,1.708845638048179
0.35,,,,
1.9,,,,
1.49,,,,
3.94,,,,
3.7,,,,
2.2,,,,
2.45,,,,
3.0,,,,
,,,1.117271295655764,
,-4.035174882116611,-4.213035740564267,,
2.3,,,,
1.4,,,,1.919078092376074
2.7,,,,
2.9,,,,
,,-4.767003889607846,,
4.7,,,,
3.8,,,,
5.1,,,,
3.55,,,,
3.1,,,,
5.32,,,,
1.0,,,,
-0.9624999999999999,-5.2708595185144755,,,
,-4.3979400086720375,,,
1.9,,,,
,-6.142667503568732,,,
1.9,,,,
,,,1.4313637641589874,
6.0,,,,
3.2,,,,
6.8,,,,
,,,,0.5797835966168098
3.3,,,,
-2.1,,,,
1.3,,,,
1.2,,,,
,-4.721246399047171,-4.6020599913279625,,
0.24,,,,
1.5,,,0.41497334797081703,
1.0,,,,
3.5,,,,
3.2,,,,
2.3,,,,
6.5,,,,
2.88,,,,
1.1,,,,
0.2,,,,
,-4.557520230935552,-4.552841968657781,-0.22184874961636047,-1.0000000000000246
,-4.863279432843593,,,
-3.83,,,,
0.72,,,,
,,,,-0.8239087409443023
3.7,,,,
3.0,,,,
3.185,,,,
,,,,0.7355988996981797
,,,,0.7355988996981797
3.8,,,,
3.1,,,,
2.6,,,,
3.3,,,,
-1.32,,,,
2.75,,,,
2.9,,,,
,,,,0.2552725051033054
4.0,,,,0.47712125471966244
3.02,,,,
2.3,,,,
1.2,,,,
1.0,,,,
,,,0.5314789170422558,0.7708520116421446
4.3,,,,
0.2,,,,
1.8,,,,
1.48,,,,
3.43,,,,
1.7,,,,
,,,,0.7923916894982541
2.9,,,,
4.83,,,,
1.14,,,,
0.0,,,,
2.6,,,,
2.5,,,,
4.5,,,,
-1.71,,,,
,,,0.041392685158222794,
0.9,,,,
2.82,,,,
2.94,,,,
2.81,,,,
0.66,,,,-0.3010299956639812
1.56,,,,
2.263333333333333,,,,
2.0,,,,
,-4.367542707815276,-4.542118103266008,-0.09691001300805796,
-0.08,,,,
2.2,,,,
1.6,,,,
1.5,,,,
1.13,,,,
1.4,-5.045757490560675,,,
2.84,,,,
-3.37,,,,
,-6.221848749616356,,,
5.64,,,,
2.4,,,,
,-5.138883955838605,-5.646660904688695,,
1.13,,,,
2.2,,,,
,,,,0.7543483357110194
3.5,,,,
2.9,,,,
,,,,0.6127838567197349
3.2,,,,
1.6,,,,
,,,-0.04575749056067238,
2.575,,,,
2.6,,,,
,,,,1.075546961392531
3.7,,,,
,-6.221848749616356,,,
2.6,,,,
2.3,,,,
-1.0,,,,
0.94,,,,
2.8,,,0.17609125905568124,
0.99,,,,
4.0,,,,
0.35,,,,
4.2,,,,
2.2,,,,
2.3,,,,
,-4.5376020021010435,,,
-0.92,,,,
,-5.0,,,
,-5.886056647693163,,,
3.0,,,,
,-5.721246399047171,-5.721246399047171,,
3.8,,,,
3.8,,,,
2.25,,,,
3.0,,,,
-0.02,,,,
1.961,,,,
2.4,,,,
1.43,,,,
,,,,1.4896772916636984
0.2,,,,
,-6.522878745280337,-4.958607314841775,,1.9994785336793102
,-6.301029995663981,-5.517126416391246,,1.0791812460476249
5.99,,,,
2.26,,,,
3.4,,,,
3.18,,,,
2.3,,,,
2.5,,,,
,,,,-1.0000000000000246
,,,,1.5996647787884168
2.9,,,,
0.9,,,,
2.6,,,,
,-6.698970004336019,,,
,,,,0.24303804868629444
1.4,,,,
4.37,,,,
,,,,-0.09691001300805796
1.8,,,,
4.5,,,,
4.97,,,,
2.7,,,,
1.93,,,,
,,,1.0606978403536116,0.9777236052888477
2.4,,,,
3.7,,,,
2.9,,,,0.27875360095283025
3.8,,,,0.23044892137827466
3.99,,,,
,,,,0.17609125905568124
3.9,,,,
0.81,,,,
1.07,,,,
2.8,,,,
,,,,1.3979400086720377
2.895,,,,
3.5,,,,
,-7.0,,,
1.5,,,,
2.6,,,,
1.84,,,,
,,,-0.9586073148417772,
1.93,,,,
5.9,,,,
3.37,,,,
1.265,-5.693574972449313,-5.3963144503853,,
-1.205,,,,
0.3,-5.154901959985743,,,0.5051499783199064
2.0,,,,
2.6,,,,
,,,0.0,0.3010299956639812
2.8,,,,
4.9,,,,
,,,,0.6693168805661123
2.81,,,,
1.3,,,,
2.18,,,,
3.2,,,,
3.2,,,,
2.6,,,,
,,,,-0.3010299956639812
2.1,,,,
1.92,,,,
1.75,,,,
1.9,,,,
1.6533333333333335,-4.180456064458132,,,1.0394141191761372
1.8,,,,
3.49,,,,
1.8,,,,
4.3,,,,
2.06,,,,
3.2,,,,
3.2,,,,
,,,,-0.6989700043360126
3.53,,,,
,-4.669586226650809,,,
-1.45,,,1.0413926851582251,0.7781512503836436
2.7,,,,
1.9,-4.886056647693163,,,
,,,,0.8668778143374988
3.9,,,,
-0.34,,,,
,,,,0.20411998265592324
1.8,,,,
4.5,,,,
,-4.866461091629782,,,
-1.99,,,,
,,,0.42813479402878996,
2.3,,,,
2.5,,,,
,,,-0.6989700043360126,
2.9,,,,
2.98,,,,
,,,,1.103803720955957
5.5,,,,
5.6,,,,
1.3,,,,
,,,-0.4089353929735002,-0.8239087409443023
3.6,,,,
3.2,,,,
3.2,,,,
1.3,,,,
4.7,,,,
1.2,,,,
0.32,,,,
3.4,,,,
2.885,,,,
,-6.537602002101044,-5.690369832574102,,
,,,,-0.5228787452803417
1.6,,,,
-0.1,,,,
2.4,,,,
-0.88,,,,
1.15,,,,
1.4,-6.0,,,
-1.47,,,,
,,,,1.2787536009528289
2.0,-4.515700160653214,,,
1.2,,,,
2.6,,,,
4.43,,,,
3.0,-6.301029995663981,,,
,-7.698970004336019,,,
2.4,,,,1.2041199826559248
3.4,,,,
,-5.434152181326482,-5.812479279163537,,
4.54,,,,
2.5,,,,
-1.93,,,,
2.4,,,,
0.7,,,,
,-4.764976840504777,-4.917573699139228,0.5563025007672866,0.5797835966168098
0.693,,,,
1.0,,,,
0.742,,,,
0.83,,,,1.6679196853173615
3.2,,,,
3.6,,,,
1.8,,,,1.543322900646912
1.95,,,,0.6404814369704223
1.4,,,,
2.6,,,,
3.1,,,,
2.7,,,,
3.0,,,,
2.5,,,,
2.1,,,,
3.4,,,,
,-6.3979400086720375,,,
3.1,,,,
2.55,,,,
,,,,0.0
6.1,,,,
2.8,,,,
2.5,,,,
2.0,,,,
3.56,,,,
5.8,,,,
0.34,,,,
4.4,,,,
0.5,,,,
3.7,,,,
2.1,,,,
2.5,,,,
,,,0.5634810853944102,0.49554433754644783
2.6,,,,
2.3,,,,
2.6,,,,
3.6,,,,
1.5,,,,
2.1,,,,
2.78,,,,
,-5.6020599913279625,,,
,-5.142667503568732,,,
0.8,,,,1.9395192526186185
1.5,-4.886056647693163,-4.119186407719209,,0.9030899869919435
2.2,,,,
3.49,,,,
2.0,,,1.4313637641589874,1.6720978579357175
2.0,,,,
,,,,-1.9999999999997777
2.1,,,,0.9585638832219676
1.3,,,,
2.0,,,,
-1.9,,,,
3.1,,,,
1.7,,,,0.6020599913279624
-0.6,,,,
-2.48,,,,
-1.7,-5.600326278518962,,1.8195439355418688,1.7323937598229686
1.66,,,,
3.3,,,,
3.1,,,,
2.8,,,,
,-4.697452627512514,-4.752026733638194,0.7853298350107666,0.8195439355418683
2.9,-4.886056647693163,,,
1.6,,,,
2.77,,,,
5.6,,,,
5.6,,,,
3.6,,,,
-1.3,,,,
2.7,,,,
,,,,0.20411998265592324
2.3,,,,
3.27,,,,
6.266666666666667,,,,
0.52,,,,
4.4,,,,
6.36,,,,
2.4,,,,
,,,,0.5314789170422558
3.54,,,,
,-4.191586448599632,-4.2131776205008125,,
2.4,,,,
3.7,,,,0.6503075231319364
3.5,,,,
4.46,,,,
,,,,0.041392685158222794
1.1,,,,
3.5,,,,
1.9,,,,
1.4133333333333333,,,,
3.64,,,,
-0.2,,,,
2.1,,,,
1.2,,,,
2.9,,,,0.801403710017355
1.4,,,,
,-4.815308569182402,,,
4.4,,,,
,-5.795880017344075,-4.928117992693875,,
,-5.00436480540245,,,
,,,,1.9986951583116557
2.4,,,,
2.19,,,,
1.5,,,,
-0.2,,,,
2.0,,,,
3.4,,,,
4.366,,,,
1.7,,,,
2.2,,,,
,,,,0.716837723299524
1.3,,,,
0.498,,,,
3.7,,,,
5.31,,,,
2.02,,,,
2.8,,,,
4.49,,,,
2.575,,,,
4.7,,,,
,-4.856985199745905,-4.853871964321762,,
4.2,,,,
2.9,,,,
,,,,0.7824726241662864
3.7,,,,
2.4,,,,
2.9,,,,
4.75,,,,
4.9,,,,
3.74,,,,
1.8,,,,
0.7,,,,
1.1,,,,
4.0,,,,
0.4,,,,
,,,,-0.39794000867203144
3.2,,,,
3.1,,,,
,-4.371611069949688,-4.371611069949688,,
0.47,,,,
,,,,1.1760912590556813
3.4,,,,
0.8,,,,
2.6,,,,
2.0,,,,
,,,,-0.2291479883578533
3.1,,,,
,,,-1.0000000000000246,
4.7,,,,
3.45,,,,
-0.7,,,,
1.2,,,,
2.7,,,,
2.3,,,,
2.3,,,,
2.86,,,,
0.47,,,,
,,,,0.2528530309798947
2.8,,,,
,,,,1.9017306917292187
2.2,,,,
2.71,,,,
0.4,,,,
3.525,,,,
3.4,,,,
,-4.924453038607469,,,
3.75,,,,
0.1,,,,
0.8,,,,
1.2,,,,
1.5,,,,
3.0,,,,
3.1,,,,
0.8,,,,
0.6,,,,
5.3,,,,
3.0,,,,
3.0,,,,
3.1,,,,
3.4,-4.301029995663981,,,
0.7,,,,
2.3,,,,
-1.76,,,,
2.1,,,,
,,,,0.9858753573083939
3.4,,,,
1.9,,,,
,,,,0.6117233080073422
2.6,,,,
2.3,,,,
2.93,,,,
-0.29,,,,
-0.42,,,,
4.7,,,,
,-6.130768280269024,-5.478861916295964,,
2.63,,,,
-0.76,,,,
-3.2,,,,
3.4,,,,
,-6.130768280269024,,,
2.9,,,,
,,,,1.012837224705172
,-7.0,-5.7055337738384075,,
0.9,,,,
,,,,1.8573324964312685
2.2,,,,
0.75,,,,
0.73,,,,
,,,,-0.7099653886374971
2.8,,,,
2.88,,,,
2.94,,,,
5.29,,,,
3.3,,,,
1.0,,,,
,,,,0.9590413923210933
1.8,,,,
3.7,,,,
2.1,,,,
2.16,,,,
,-5.853871964321762,-5.327902142064283,,
0.1,,,,0.6989700043360189
-0.043,,,,
,-6.3979400086720375,,,
3.9,,,,
3.6,,,,
4.9,,,,
0.37,,,,
0.3,-4.455931955649724,,,0.7543483357110194
5.86,,,,
1.1666666666666667,,,,
,-5.2076083105017466,-6.096910013008056,,
,,,,0.6211762817750359
3.27,,,,
2.3,,,,
1.9,,,,
2.8,-6.481486060122113,-6.657577319177793,,
1.9,,,,
2.4,,,,0.3010299956639812
3.4,,,,
-0.5,,,,
0.7,,,,
2.8,,,1.4181354984252321,1.3653007486379873
3.17,,,,
,-5.361510743045363,-5.45717457304082,,
0.78,,,,
4.7,,,,
,,,,0.5797835966168098
1.16,,,,
0.7,,,,
0.40444444444444444,-5.657577319177793,-5.619788758288394,,1.4983105537896004
2.1,,,,0.7242758696007888
,,,,1.8732624594387266
0.93,,,,
1.0,,,,
,-5.482804102050026,-4.5204246898250116,,
4.2,,,,
,,,,0.38021124171160703
3.0,,,,
2.3,,,,
1.45,,,,
1.8,,,,
1.7,,,,
0.03,,,,
2.4,,,,
,-5.568636235841013,-4.889410289700751,,
1.54,,,,
1.605,,,,
,,,,0.8668778143374988
1.85,,,,
1.4,,,,
2.26,,,,
4.0,,,,
3.0,,,,
4.1,,,,
1.8,,,,
3.1,,,,
0.1,,,,
2.21,,,,
1.3,,,,
2.0,,,,
,,,,1.9854264740830017
4.25,,,,
-0.1,,,,
3.1,,,,
1.0757142857142856,,,,1.640481436970422
2.4,,,,
2.4,,,,
,-4.806318970458719,-4.832978204209743,,
5.305,,,,
,,,,1.6282356225890844
2.52,,,,
1.51,,,,
2.4,,,,
,-5.024108863598207,,,
,-6.443697499232713,,,
,-5.22548303427145,,,
,-4.757707095017069,,,
3.74,,,,
-0.42,-4.380906669373258,,,
3.8,,,,
2.7,,,,
2.79,,,,
3.1,,,,
1.0,,,,
3.5,,,,
2.44,,,,
1.84,,,,
1.5,,,,
1.1,,,,
3.48,,,,
2.2,,,,
2.72,,,,
4.3,,,,
3.0,,,,
3.0,,,,
4.1,,,,
1.455,,,,
,,,,0.3979400086720376
,-5.239577516576788,-4.649751981665837,0.6127838567197349,
,,-6.154901959985743,,
2.2,,,,
2.41,,,,
,,,,0.8450980400142568
,-5.0,,,
,-5.0,,,
1.76,,,,
2.3,,,,
2.7,,,,
3.52,,,,
-0.34,-4.636388020107856,,1.6901960800285136,1.3222192947339193
-0.97,,,1.6812412373755872,1.3424226808222062
0.26,,,,
3.36,,,,
1.9,,,,
2.1,,,,
0.3766666666666667,,,,
,,,,1.9912260756924949
,,,0.47712125471966244,0.47712125471966244
,-5.346787486224656,,,
3.77,,,,
,-4.450996737974212,,,
,-4.548213564475709,,1.0569048513364727,
4.69,,,,
1.66,,,,
3.31,,,,
3.6,,,,
3.2,-4.559090917934783,,,
0.53,,,,
2.4,,,,
3.85,,,,
2.0,,,,
3.1,,,,
2.6,,,,
1.65,,,,
,-5.443697499232713,,,
2.8400000000000003,,,,
3.4,-4.7447274948966935,-4.522878745280337,,
2.8,,,,
3.5300000000000002,,,,
3.4,,,,
5.6,,,,
-0.51,,,,
3.1,,,,0.5440680443502757
,-5.906578314837765,,,
0.02,,,,
2.7,,,,
3.4,,,,
-1.0,,,,
2.83,,,,
-2.2,,,,
2.2,,,,
,,,,0.20411998265592324
1.6,,,,
2.1,,,,
,,,-0.3872161432802681,0.9036325160842379
0.7,,,,
2.01,-5.275724130399211,-5.638272163982407,,-1.0457574905606586
3.4,,,,
3.1,,,,
,-5.609064892896621,,,
-1.92,,,,
2.5,,,,
,,,1.2041199826559248,0.9542425094393249
,,,,-0.6989700043360126
1.07,,,,
2.0,,,,
0.9,-5.698970004336019,,,
2.65,,,,
2.3,,,,
0.1,,,,
1.74,,,,
3.7,,,,
3.1,-4.657577319177793,,,
1.7,,,,
1.4,,,,
,,,-0.7447274948966774,-0.44977164694491845
0.59,,,,
2.1,,,,
1.4,,,,
0.32,,,,
3.5,,,,
2.5,,,,
1.99,,,,
,,,,1.9400181550076632
2.9,,,,
1.345,,,,1.0077477780007402
6.0,,,,
3.2099999999999995,,,,
3.7,,,,
,,,,0.8864907251724821
2.1,,,,
1.075,,,,
2.9,,,,
-1.31,,,,
3.81,,,,
2.45,,,,
,-5.3214816209598865,,,
1.764,,,,
,,,0.6020599913279624,0.6989700043360189
3.6,,,,
,,,,0.23044892137827466
1.7,,,,
1.9,,,,
1.8,,,,
2.43,,,,
0.9,,,,
,-4.920818753952375,,,
1.3,,,,
1.45,,,,
2.5,,,,
3.6,,,,
4.305,,,,
,,,,1.7853298350107671
,-5.552841968657781,-4.717604495257475,,
,,,,1.146128035678238
,,,,1.146128035678238
2.7,,,,0.6020599913279624
,,,,0.7543483357110194
4.4,,,0.23044892137827466,-0.09691001300805796
3.1,,,,
3.14,-5.1598939055432425,-5.019088062223156,,
2.1,,,,
1.3,,,,
4.84,,,,
2.2,,,,
1.0,,,,
0.77,,,,
3.95,,,,
1.6,,,,
3.7,,,,
3.6,,,,
0.3,,,,
0.28,,,,
4.79,,,,
1.48,,,,
2.1,,,,
0.04,,,,1.1760912590556813
3.0,,,,
4.9,,,,
,-6.0,,,
1.29,,,,
-0.8,,,,
2.7,,,,
2.0,,,,
2.15,,,,
2.25,,,,
2.76,,,,
1.8,,,,
1.5,,,,
0.4,,,,
2.61,,,,
2.1,,,,
2.32,,,,
2.3,,,,
3.2,,,,0.8129133566428556
0.3,-7.301029995663981,,,
5.59,,,,
